nohup: ignoring input
Files already downloaded and verified
Epoch [1/300], Step [10/391],                 Loss: 2.84644, Train_Acc:11.09%
Epoch [1/300], Step [20/391],                 Loss: 2.68973, Train_Acc:12.85%
Epoch [1/300], Step [30/391],                 Loss: 2.56069, Train_Acc:15.26%
Epoch [1/300], Step [40/391],                 Loss: 2.44925, Train_Acc:17.03%
Epoch [1/300], Step [50/391],                 Loss: 2.36391, Train_Acc:18.64%
Epoch [1/300], Step [60/391],                 Loss: 2.30104, Train_Acc:19.96%
Epoch [1/300], Step [70/391],                 Loss: 2.25608, Train_Acc:20.98%
Epoch [1/300], Step [80/391],                 Loss: 2.22054, Train_Acc:21.80%
Epoch [1/300], Step [90/391],                 Loss: 2.18905, Train_Acc:22.53%
Epoch [1/300], Step [100/391],                 Loss: 2.16060, Train_Acc:23.06%
Epoch [1/300], Step [110/391],                 Loss: 2.13627, Train_Acc:23.73%
Epoch [1/300], Step [120/391],                 Loss: 2.11945, Train_Acc:23.98%
Epoch [1/300], Step [130/391],                 Loss: 2.10410, Train_Acc:24.33%
Epoch [1/300], Step [140/391],                 Loss: 2.08446, Train_Acc:24.80%
Epoch [1/300], Step [150/391],                 Loss: 2.06685, Train_Acc:25.23%
Epoch [1/300], Step [160/391],                 Loss: 2.05119, Train_Acc:25.72%
Epoch [1/300], Step [170/391],                 Loss: 2.03621, Train_Acc:26.22%
Epoch [1/300], Step [180/391],                 Loss: 2.02366, Train_Acc:26.47%
Epoch [1/300], Step [190/391],                 Loss: 2.00939, Train_Acc:26.90%
Epoch [1/300], Step [200/391],                 Loss: 1.99545, Train_Acc:27.42%
Epoch [1/300], Step [210/391],                 Loss: 1.98241, Train_Acc:27.76%
Epoch [1/300], Step [220/391],                 Loss: 1.97203, Train_Acc:28.10%
Epoch [1/300], Step [230/391],                 Loss: 1.95888, Train_Acc:28.49%
Epoch [1/300], Step [240/391],                 Loss: 1.94601, Train_Acc:28.88%
Epoch [1/300], Step [250/391],                 Loss: 1.93355, Train_Acc:29.30%
Epoch [1/300], Step [260/391],                 Loss: 1.92477, Train_Acc:29.55%
Epoch [1/300], Step [270/391],                 Loss: 1.91523, Train_Acc:29.82%
Epoch [1/300], Step [280/391],                 Loss: 1.90512, Train_Acc:30.17%
Epoch [1/300], Step [290/391],                 Loss: 1.89580, Train_Acc:30.52%
Epoch [1/300], Step [300/391],                 Loss: 1.88904, Train_Acc:30.73%
Epoch [1/300], Step [310/391],                 Loss: 1.87828, Train_Acc:31.13%
Epoch [1/300], Step [320/391],                 Loss: 1.86857, Train_Acc:31.51%
Epoch [1/300], Step [330/391],                 Loss: 1.85919, Train_Acc:31.81%
Epoch [1/300], Step [340/391],                 Loss: 1.85088, Train_Acc:32.07%
Epoch [1/300], Step [350/391],                 Loss: 1.84366, Train_Acc:32.35%
Epoch [1/300], Step [360/391],                 Loss: 1.83409, Train_Acc:32.68%
Epoch [1/300], Step [370/391],                 Loss: 1.82582, Train_Acc:32.88%
Epoch [1/300], Step [380/391],                 Loss: 1.81893, Train_Acc:33.10%
Epoch [1/300], Step [390/391],                 Loss: 1.80954, Train_Acc:33.45%
Accuary on test images:35.98%
Epoch [2/300], Step [10/391],                 Loss: 1.43906, Train_Acc:46.41%
Epoch [2/300], Step [20/391],                 Loss: 1.45041, Train_Acc:46.13%
Epoch [2/300], Step [30/391],                 Loss: 1.46071, Train_Acc:46.30%
Epoch [2/300], Step [40/391],                 Loss: 1.46058, Train_Acc:46.07%
Epoch [2/300], Step [50/391],                 Loss: 1.45653, Train_Acc:46.05%
Epoch [2/300], Step [60/391],                 Loss: 1.44424, Train_Acc:46.55%
Epoch [2/300], Step [70/391],                 Loss: 1.43752, Train_Acc:47.02%
Epoch [2/300], Step [80/391],                 Loss: 1.43841, Train_Acc:47.21%
Epoch [2/300], Step [90/391],                 Loss: 1.43794, Train_Acc:47.38%
Epoch [2/300], Step [100/391],                 Loss: 1.43582, Train_Acc:47.47%
Epoch [2/300], Step [110/391],                 Loss: 1.43370, Train_Acc:47.52%
Epoch [2/300], Step [120/391],                 Loss: 1.43304, Train_Acc:47.46%
Epoch [2/300], Step [130/391],                 Loss: 1.43371, Train_Acc:47.51%
Epoch [2/300], Step [140/391],                 Loss: 1.42722, Train_Acc:47.77%
Epoch [2/300], Step [150/391],                 Loss: 1.42217, Train_Acc:47.99%
Epoch [2/300], Step [160/391],                 Loss: 1.41662, Train_Acc:48.06%
Epoch [2/300], Step [170/391],                 Loss: 1.41189, Train_Acc:48.20%
Epoch [2/300], Step [180/391],                 Loss: 1.40928, Train_Acc:48.26%
Epoch [2/300], Step [190/391],                 Loss: 1.40207, Train_Acc:48.61%
Epoch [2/300], Step [200/391],                 Loss: 1.39386, Train_Acc:48.97%
Epoch [2/300], Step [210/391],                 Loss: 1.38749, Train_Acc:49.20%
Epoch [2/300], Step [220/391],                 Loss: 1.38475, Train_Acc:49.29%
Epoch [2/300], Step [230/391],                 Loss: 1.37893, Train_Acc:49.46%
Epoch [2/300], Step [240/391],                 Loss: 1.37277, Train_Acc:49.63%
Epoch [2/300], Step [250/391],                 Loss: 1.36737, Train_Acc:49.87%
Epoch [2/300], Step [260/391],                 Loss: 1.36444, Train_Acc:50.00%
Epoch [2/300], Step [270/391],                 Loss: 1.36242, Train_Acc:50.02%
Epoch [2/300], Step [280/391],                 Loss: 1.35821, Train_Acc:50.19%
Epoch [2/300], Step [290/391],                 Loss: 1.35334, Train_Acc:50.42%
Epoch [2/300], Step [300/391],                 Loss: 1.35028, Train_Acc:50.49%
Epoch [2/300], Step [310/391],                 Loss: 1.34393, Train_Acc:50.74%
Epoch [2/300], Step [320/391],                 Loss: 1.34059, Train_Acc:50.93%
Epoch [2/300], Step [330/391],                 Loss: 1.33644, Train_Acc:51.11%
Epoch [2/300], Step [340/391],                 Loss: 1.33104, Train_Acc:51.34%
Epoch [2/300], Step [350/391],                 Loss: 1.32856, Train_Acc:51.45%
